"Y","X.1","X.2"
0,1.81338246988269,0.919130066450997
1,-0.829245510422791,1.97756027717562
0,-1.01451884406742,-1.02807916573286
1,-0.575733117643875,0.47917943413001
1,0.718925874979586,-0.26039317281707
0,0.386368834865076,-1.91900194576894
1,1.05224015544237,0.188714837472098
1,-0.23324926949355,0.794658009295836
0,-0.102449166525183,-0.986621524413366
0,1.03598344810872,-1.11188061103852
1,0.163417945298327,1.7936447810655
1,0.446091344432072,-1.40208499960676
0,1.25183632942857,0.594124830101673
0,-0.403401453734034,0.20473612987828
0,0.288230266659477,-0.102623907140672
1,-0.904996815210429,0.136538103282216
1,-0.450663597867647,-0.906868513269675
1,0.730834610217408,0.571324714194144
0,0.892319508943337,-0.770630621716841
0,-1.10482866067827,-1.33350300595654
1,-1.08416344975151,0.466755935998708
1,0.847850740554373,0.820000168202641
1,-1.82265324451378,0.154778814685479
0,0.0453789817035327,2.90816140766041
1,0.232114392410995,1.39166766858693
1,1.40922865500794,-1.70762757942545
0,-0.72404854435708,0.805008695520321
1,-1.66819273884653,0.714664185039062
1,-0.883294188791929,0.214064957326049
0,0.982831083558614,-0.197818289777995
1,-0.172273698363151,1.35012066865876
0,-0.486609704900378,-1.2590505642533
1,0.796025925345947,0.755829546352304
1,-0.0592030211287909,2.21469320641877
0,-0.0472604729608975,0.997018812799333
0,-0.0407681935022977,-0.730363826520536
0,-0.537623978799045,-1.05545650272421
1,-0.636539469743724,1.16849934953053
0,2.33563597152527,0.371917831727698
0,0.0118896894284647,-0.906154198418586
0,0.364917854117877,-0.79282580077698
0,1.11007870641151,0.257844395473368
0,-0.181389407980304,-0.423484905248385
1,0.920440084417561,-0.976202779251112
0,-0.400088101423969,-0.550911381783497
0,-0.181337911191174,0.808132901536059
0,-0.0188238477308729,-2.84002394803654
1,0.440832734706787,0.600099163882056
0,-1.66258210846948,-0.385941443472534
0,-0.726191076433943,-1.80754816794938
0,-0.344477104489901,-0.653682530492925
0,-0.616733624879161,-1.73324481825183
0,1.22157290760803,-0.90464824532002
0,0.029862751508727,-1.80862886545424
0,0.326844784595599,-0.808058331723902
1,-0.225574466883848,-1.21794756949208
1,-0.374829505459891,1.14338526277146
1,0.218012197741138,1.1373678914647
1,-0.942299383663238,-0.00778259449926842
1,-0.529450250554161,-0.398828232263767
0,-0.125442185535949,1.2265789159875
1,-0.00649076010130884,-0.434030827438808
0,0.263624230914672,-1.1205166453982
0,-0.936751579496578,-1.41373032620813
0,-0.422078910724935,-0.087012949453089
1,-1.39015468778048,0.409338056638677
1,0.903045422622088,-0.397425661922041
0,0.720939836911749,-0.493183302893705
1,-0.0369141043234033,-0.586340894361504
0,-2.45645331723173,-0.00685792047331058
0,-0.58530796800862,0.0471550669487613
1,2.01460531695708,-0.841916593153927
1,-1.54755814264957,-0.551901700596094
1,0.457976916333467,1.66022623925628
0,0.948370724161622,-0.886544648775696
1,0.785761446628964,0.0305888428014857
0,0.0605959403103981,-0.26110478083752
0,-0.201338140945239,-1.50749682755984
1,0.346503805582525,0.307074930859901
0,-1.48264076450372,-0.544601078724438
0,-1.08774911792877,0.3699873370384
0,0.905038693691688,-1.69247368923479
1,0.688481731749838,-0.302090763371244
1,0.600626532705609,1.43579950218037
1,-1.09474318363524,1.00489912228754
1,1.02212954585771,0.301536326558774
0,-1.05294600762031,-0.997182378116797
0,0.168754199671739,-1.50203141283415
1,0.994555635152949,2.04430437389401
0,-1.43287242562441,-0.942796523106323
1,0.366033450655993,-0.292517213636047
1,0.444146163029099,0.433351565912551
1,-0.880449128028124,1.5140507042796
1,-0.0221047669007847,-0.988853276972263
0,1.70904388941574,-0.313046119597067
1,0.475679189777077,0.534351227254815
0,-1.03521035153109,-0.927846532132669
0,-0.107450345492799,-1.31055466080361
1,0.155794331535875,-0.478338180039868
1,0.449648677789437,0.848375886050091
0,1.52336405358864,-2.40500322796287
1,-0.759972319726483,0.268914029704332
1,-0.165112189171493,1.36023707748005
1,0.38291436028442,0.944799219429615
0,1.58723421470488,0.0333023625774538
1,0.677378137172736,0.661830773063798
1,-2.20450684897144,1.02255456708068
1,-1.45555026496489,0.625218615907479
0,0.75727829946757,0.342393283757271
1,-0.851580596494412,-0.786991641511739
1,0.0755515024457099,1.2368044890398
0,0.987179534510258,1.988647349185
0,0.629746886741177,-0.549739956375771
1,1.08290422609961,-0.867275173966558
1,0.308677768975156,0.610188690627003
1,-0.295086373789738,0.929083097665576
0,0.843510793346851,0.252243205738565
1,0.783335745140477,-0.0223699172990085
0,0.360457826921112,-1.61027074960673
1,1.53642239326397,0.933827871543328
1,-0.498929534017798,0.251072677531242
0,-0.835638164787904,0.36362975859785
1,0.743122805940696,1.01090258021514
0,1.69255308519617,0.866876667308257
1,0.422260689060986,0.460389853716023
0,1.15134968455087,0.86979988146012
1,-0.459724647788934,0.606382743914181
1,-0.595913846602482,-0.45667392193373
0,0.259867869331341,-2.08052244728235
0,-0.731393635899889,-1.09522497006629
1,0.0322310389321283,1.84839270522594
0,0.964575350487764,-0.642446955532829
1,-0.0724330919165565,-0.37857959778795
0,-0.281536561417739,-0.690362188372754
1,-0.0479661826848658,0.44653379636818
1,0.179015768195099,1.55138916234925
1,-1.21670284946904,-0.609694480126899
0,0.0576945225400463,0.71664389712528
1,0.830435159224752,0.576964407157969
0,0.204204627347158,1.18264664922598
0,1.82070487510134,0.359425431725837
0,-0.0106664219765585,-0.472522579209229
1,0.237140127607065,-0.880934541631213
1,-0.631154513397485,-0.0776362985469225
1,-1.55350271203486,1.22202470917363
1,0.895529506674269,1.17445468231585
0,0.760955629962828,-1.10387874337896
1,-0.746085524267086,-0.177438958851265
1,-0.138413948138847,0.647231659979084
1,0.421127016479027,0.401523611309731
0,-0.852436290124358,-0.490030477046359
1,-0.107254655245564,0.866859196534692
0,0.322485183191697,0.253346605184029
0,0.363836104557292,-0.289571788108591
1,-0.684591654316178,-0.425287971499123
0,-0.192874451967758,0.335517206095221
1,-0.335467120416609,0.824534850479517
1,0.876765368615416,0.953562517323141
0,-0.340208769945598,-1.08428620979032
0,2.26130235690226,-0.420326786447352
0,1.26752724575235,1.14504510707158
0,-1.40074044926866,-0.817495970920193
0,0.108665405555942,-0.715066596255482
1,-0.671644854289434,0.457294767834586
1,-1.31736088068246,0.522047335717695
1,0.89526140991361,-2.43786055012232
1,0.30743627470261,0.0463298371155133
1,1.33460356458687,1.12653828188701
1,-0.424418461024618,0.771734541218795
1,2.15482254063093,-1.14125224581851
0,-0.397382802948804,-0.374598777168712
1,-0.25749546124332,0.774954420459232
0,0.165374660009355,-1.2056588316977
1,0.586385237742595,1.33104046246911
0,1.08257061652716,-0.149326033316657
0,-0.124303718720904,-1.10559218875176
1,-0.590295742773424,0.957831765278445
0,-0.090639835029948,0.527159593674964
0,-0.167938613997098,0.643573991758061
0,-0.983794991581464,-0.327382211465507
1,-0.860932586656599,1.26415464940455
1,-1.40615075901443,-0.374482668600734
1,0.139560791439311,0.0609977444357388
0,-0.574352595621932,-0.493605915102433
1,0.535243000841952,-0.470802088180436
0,-0.670158159940441,-1.03560061385129
1,-0.997740619720534,-0.864314389853334
1,0.324268580968477,1.19374550697884
1,-0.161432110938023,1.59121046905931
0,-0.239869079459505,0.654885935973376
1,-0.428484706723637,0.622422663088581
0,-1.11079895633541,-2.26871809396588
0,0.576082278238324,0.583704350709351
1,0.375753612907404,-1.11820287760742
0,-1.08195791974359,-0.637335744888759
0,1.19638401229003,-0.0768762834726387
0,1.07918366843271,-0.7491976035971
0,0.0625348401404039,-0.97344129278703
0,1.25053050114242,-3.44973915626395
0,2.02000152300067,0.22800655220386
0,-1.30256067127412,-1.10389743075346
1,-1.88492804156471,0.37046227821406
